LocationName,lat,lng,StateDesc,TotalPopulation,CountyFIPS,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Unit,Data_Value_Type,Measure_Short
Jackson,42.17178419,-90.57403934,Iowa,19432.0,19097,84.9,83.6,86.1,%,Crude Prevalence,Screening
Jasper,41.68604724,-93.05375647,Iowa,37147.0,19099,84.4,83.1,85.6,%,Crude Prevalence,Screening
Jefferson,41.03163516,-91.94861765,Iowa,18381.0,19101,82.8,81.3,84.2,%,Crude Prevalence,Screening
Johnson,41.67183878,-91.58796281,Iowa,151260.0,19103,80.1,77.9,81.9,%,Crude Prevalence,Screening
Jones,42.12118609,-91.13139641,Iowa,20744.0,19105,84.3,83.0,85.6,%,Crude Prevalence,Screening
Keokuk,41.33649665,-92.17850717,Iowa,10225.0,19107,84.7,83.4,86.0,%,Crude Prevalence,Screening
Kossuth,43.20413984,-94.20689787,Iowa,14908.0,19109,85.6,84.4,86.8,%,Crude Prevalence,Screening
Lee,40.64178807,-91.47914149,Iowa,34055.0,19111,83.9,82.6,85.1,%,Crude Prevalence,Screening
Linn,42.07941108,-91.5980766,Iowa,225909.0,19113,84.2,82.9,85.5,%,Crude Prevalence,Screening
Louisa,41.2184858,-91.25962762,Iowa,11169.0,19115,83.4,82.1,84.6,%,Crude Prevalence,Screening
Lucas,41.02958964,-93.32780803,Iowa,8645.0,19117,84.9,83.5,86.0,%,Crude Prevalence,Screening
Lyon,43.38105522,-96.21023387,Iowa,11811.0,19119,84.5,83.1,85.9,%,Crude Prevalence,Screening
Madison,41.33079759,-94.01553843,Iowa,16249.0,19121,84.9,83.6,86.2,%,Crude Prevalence,Screening
Mahaska,41.33521503,-92.64083907,Iowa,22000.0,19123,83.3,81.8,84.7,%,Crude Prevalence,Screening
Marion,41.33446684,-93.09934964,Iowa,33407.0,19125,84.0,82.4,85.5,%,Crude Prevalence,Screening
Marshall,42.03584688,-92.9989596,Iowa,39981.0,19127,83.9,82.7,85.0,%,Crude Prevalence,Screening
Mills,41.03345537,-95.62137337,Iowa,15063.0,19129,85.4,84.1,86.7,%,Crude Prevalence,Screening
Mitchell,43.35639379,-92.78887576,Iowa,10569.0,19131,84.7,83.4,86.0,%,Crude Prevalence,Screening
Monona,42.05236881,-95.95997093,Iowa,8679.0,19133,84.9,83.6,86.2,%,Crude Prevalence,Screening
Monroe,41.02988815,-92.8690667,Iowa,7790.0,19135,84.1,82.7,85.4,%,Crude Prevalence,Screening
Montgomery,41.03017649,-95.15643535,Iowa,10003.0,19137,84.3,83.0,85.5,%,Crude Prevalence,Screening
Muscatine,41.48387233,-91.11281646,Iowa,42929.0,19139,83.7,82.4,85.1,%,Crude Prevalence,Screening
O'Brien,43.08361729,-95.62474556,Iowa,13840.0,19141,84.9,83.6,86.2,%,Crude Prevalence,Screening
Osceola,43.3786784,-95.62423,Iowa,6040.0,19143,85.0,83.7,86.3,%,Crude Prevalence,Screening
Page,40.73917437,-95.15010031,Iowa,15249.0,19145,84.0,82.6,85.3,%,Crude Prevalence,Screening
Palo Alto,43.08193849,-94.67824621,Iowa,8929.0,19147,85.3,83.9,86.6,%,Crude Prevalence,Screening
Plymouth,42.73716882,-96.21438768,Iowa,25095.0,19149,84.9,83.6,86.1,%,Crude Prevalence,Screening
Pocahontas,42.73420133,-94.67862564,Iowa,6740.0,19151,85.3,84.1,86.4,%,Crude Prevalence,Screening
Polk,41.68553392,-93.57370726,Iowa,487204.0,19153,83.8,82.3,85.3,%,Crude Prevalence,Screening
Pottawattamie,41.33663618,-95.5423094,Iowa,93533.0,19155,83.7,82.2,85.0,%,Crude Prevalence,Screening
Poweshiek,41.68656972,-92.53093432,Iowa,18699.0,19157,83.3,81.7,84.8,%,Crude Prevalence,Screening
Ringgold,40.7351498,-94.24367465,Iowa,4968.0,19159,85.5,84.3,86.6,%,Crude Prevalence,Screening
Sac,42.38625275,-95.10545149,Iowa,9719.0,19161,85.8,84.6,87.0,%,Crude Prevalence,Screening
Scott,41.63679024,-90.62325526,Iowa,173283.0,19163,84.2,82.9,85.6,%,Crude Prevalence,Screening
Shelby,41.6850066,-95.31015553,Iowa,11578.0,19165,85.7,84.5,87.0,%,Crude Prevalence,Screening
Sioux,43.08289701,-96.17802873,Iowa,34909.0,19167,82.3,80.4,83.9,%,Crude Prevalence,Screening
Story,42.03621213,-93.46499005,Iowa,98105.0,19169,78.2,75.8,80.5,%,Crude Prevalence,Screening
Tama,42.07995308,-92.532572,Iowa,16904.0,19171,84.8,83.6,85.8,%,Crude Prevalence,Screening
Taylor,40.73748072,-94.69599224,Iowa,6191.0,19173,84.6,83.4,85.8,%,Crude Prevalence,Screening
Union,41.0277278,-94.24234847,Iowa,12359.0,19175,83.3,81.9,84.7,%,Crude Prevalence,Screening
Van Buren,40.75299802,-91.95022881,Iowa,7020.0,19177,84.3,83.0,85.7,%,Crude Prevalence,Screening
Wapello,41.03064984,-92.40954728,Iowa,35205.0,19179,82.4,80.9,83.8,%,Crude Prevalence,Screening
Warren,41.33437336,-93.56116384,Iowa,51056.0,19181,84.3,82.8,85.6,%,Crude Prevalence,Screening
Washington,41.33552199,-91.71753822,Iowa,22141.0,19183,84.6,83.2,85.9,%,Crude Prevalence,Screening
Wayne,40.73964909,-93.32747414,Iowa,6401.0,19185,83.8,82.5,85.2,%,Crude Prevalence,Screening
Webster,42.42794934,-94.18176099,Iowa,36277.0,19187,82.1,80.5,83.5,%,Crude Prevalence,Screening
Winnebago,43.3775066,-93.73407175,Iowa,10518.0,19189,84.3,82.9,85.6,%,Crude Prevalence,Screening
Winneshiek,43.29068484,-91.84369,Iowa,20029.0,19191,83.7,82.0,85.3,%,Crude Prevalence,Screening
Woodbury,42.38968948,-96.04453704,Iowa,102539.0,19193,82.4,81.0,83.8,%,Crude Prevalence,Screening
Worth,43.37747964,-93.26085274,Iowa,7453.0,19195,84.8,83.5,86.0,%,Crude Prevalence,Screening
Wright,42.7330898,-93.73511889,Iowa,12690.0,19197,85.3,84.1,86.4,%,Crude Prevalence,Screening
Allen,37.88588504,-95.30125216,Kansas,12444.0,20001,83.8,82.6,85.1,%,Crude Prevalence,Screening
Anderson,38.21415292,-95.29329192,Kansas,7878.0,20003,84.1,82.8,85.4,%,Crude Prevalence,Screening
Atchison,39.5314111,-95.31404984,Kansas,16193.0,20005,81.3,79.8,82.9,%,Crude Prevalence,Screening
Barber,37.22893315,-98.68457802,Kansas,4472.0,20007,84.6,83.2,85.9,%,Crude Prevalence,Screening
Barton,38.478934,-98.75632156,Kansas,26111.0,20009,82.8,81.5,84.2,%,Crude Prevalence,Screening
Bourbon,37.85500237,-94.84924767,Kansas,14653.0,20011,82.0,80.6,83.4,%,Crude Prevalence,Screening
Brown,39.82650798,-95.56420467,Kansas,9598.0,20013,84.7,83.5,85.9,%,Crude Prevalence,Screening
Butler,37.78126634,-96.83880915,Kansas,66765.0,20015,83.0,81.6,84.4,%,Crude Prevalence,Screening
Chase,38.30202477,-96.59411629,Kansas,2629.0,20017,85.2,84.0,86.4,%,Crude Prevalence,Screening
Chautauqua,37.14997344,-96.24531969,Kansas,3309.0,20019,85.1,83.8,86.2,%,Crude Prevalence,Screening
Cherokee,37.16921676,-94.84624256,Kansas,20015.0,20021,83.1,81.7,84.4,%,Crude Prevalence,Screening
Cheyenne,39.78585891,-101.7318602,Kansas,2660.0,20023,85.9,84.7,87.1,%,Crude Prevalence,Screening
Clark,37.23549476,-99.81962484,Kansas,2005.0,20025,84.9,83.6,86.1,%,Crude Prevalence,Screening
Clay,39.3495413,-97.16514878,Kansas,7997.0,20027,85.6,84.4,86.9,%,Crude Prevalence,Screening
Cloud,39.48030351,-97.64917658,Kansas,8729.0,20029,82.9,81.3,84.3,%,Crude Prevalence,Screening
Coffey,38.23667411,-95.73404699,Kansas,8233.0,20031,85.0,83.7,86.1,%,Crude Prevalence,Screening
Comanche,37.19121917,-99.27105698,Kansas,1748.0,20033,86.6,85.5,87.7,%,Crude Prevalence,Screening
Cowley,37.23787528,-96.83778381,Kansas,35218.0,20035,82.6,81.3,84.0,%,Crude Prevalence,Screening
Crawford,37.50702733,-94.85185156,Kansas,39019.0,20037,79.7,77.5,81.7,%,Crude Prevalence,Screening
Decatur,39.78469039,-100.4593928,Kansas,2871.0,20039,86.0,84.9,87.2,%,Crude Prevalence,Screening
Dickinson,38.86623108,-97.15273307,Kansas,18717.0,20041,83.8,82.5,85.1,%,Crude Prevalence,Screening
Doniphan,39.78793247,-95.14683174,Kansas,7682.0,20043,82.8,81.3,84.2,%,Crude Prevalence,Screening
Douglas,38.88457144,-95.2929413,Kansas,121436.0,20045,79.8,77.7,81.7,%,Crude Prevalence,Screening
Edwards,37.88770765,-99.31198343,Kansas,2849.0,20047,85.0,83.8,86.2,%,Crude Prevalence,Screening
Elk,37.45339798,-96.24375869,Kansas,2508.0,20049,86.7,85.6,87.6,%,Crude Prevalence,Screening
Ellis,38.91458712,-99.31751551,Kansas,28710.0,20051,81.0,78.8,82.9,%,Crude Prevalence,Screening
Ellsworth,38.69665244,-98.20480918,Kansas,6196.0,20053,83.5,82.2,84.8,%,Crude Prevalence,Screening
Finney,38.04409839,-100.7374117,Kansas,36611.0,20055,80.6,79.1,82.1,%,Crude Prevalence,Screening
Ford,37.6917826,-99.88816866,Kansas,33888.0,20057,80.1,78.4,81.7,%,Crude Prevalence,Screening
Franklin,38.56448444,-95.28595138,Kansas,25631.0,20059,82.9,81.5,84.3,%,Crude Prevalence,Screening
Geary,39.00212896,-96.75244366,Kansas,32594.0,20061,77.7,76.1,79.2,%,Crude Prevalence,Screening
Gove,38.91587234,-100.482942,Kansas,2612.0,20063,85.6,84.4,86.9,%,Crude Prevalence,Screening
Graham,39.34976155,-99.88331198,Kansas,2492.0,20065,87.0,85.9,88.0,%,Crude Prevalence,Screening
Grant,37.56236143,-101.307992,Kansas,7336.0,20067,82.5,81.1,84.0,%,Crude Prevalence,Screening
Gray,37.73851836,-100.4379698,Kansas,6033.0,20069,82.4,80.7,84.0,%,Crude Prevalence,Screening
Greeley,38.48078179,-101.8060294,Kansas,1227.0,20071,85.3,83.9,86.6,%,Crude Prevalence,Screening
Greenwood,37.87746567,-96.23240039,Kansas,6055.0,20073,85.8,84.6,86.9,%,Crude Prevalence,Screening
Hamilton,37.99918273,-101.7915815,Kansas,2607.0,20075,82.3,80.9,83.7,%,Crude Prevalence,Screening
Harper,37.1917483,-98.07579855,Kansas,5506.0,20077,84.3,83.1,85.5,%,Crude Prevalence,Screening
Harvey,38.04311095,-97.42722218,Kansas,34210.0,20079,84.1,82.7,85.4,%,Crude Prevalence,Screening
Haskell,37.56203578,-100.8710644,Kansas,3997.0,20081,81.8,80.2,83.3,%,Crude Prevalence,Screening
Hodgeman,38.08775122,-99.89796207,Kansas,1818.0,20083,86.3,85.2,87.4,%,Crude Prevalence,Screening
Jackson,39.41667626,-95.79400327,Kansas,13280.0,20085,84.8,83.7,86.0,%,Crude Prevalence,Screening
Jefferson,39.23553907,-95.38320303,Kansas,18975.0,20087,84.4,83.1,85.7,%,Crude Prevalence,Screening
Jewell,39.7847264,-98.21822167,Kansas,2841.0,20089,86.3,85.3,87.3,%,Crude Prevalence,Screening
Johnson,38.88384114,-94.82259092,Kansas,597555.0,20091,87.6,86.4,88.7,%,Crude Prevalence,Screening
Kearny,38.00021872,-101.320382,Kansas,3943.0,20093,82.0,80.6,83.3,%,Crude Prevalence,Screening
Kingman,37.55911213,-98.13638955,Kansas,7310.0,20095,85.7,84.5,86.9,%,Crude Prevalence,Screening
Kiowa,37.55841651,-99.28576492,Kansas,2516.0,20097,83.7,82.2,85.2,%,Crude Prevalence,Screening
Labette,37.191276,-95.29763182,Kansas,19964.0,20099,83.5,82.2,84.8,%,Crude Prevalence,Screening
Lane,38.48119124,-100.4660592,Kansas,1560.0,20101,85.7,84.5,86.8,%,Crude Prevalence,Screening
Leavenworth,39.19942996,-95.03797758,Kansas,81352.0,20103,84.6,83.3,85.9,%,Crude Prevalence,Screening
Lincoln,39.04546724,-98.20741911,Kansas,3023.0,20105,86.1,85.0,87.2,%,Crude Prevalence,Screening
Linn,38.21238797,-94.84299061,Kansas,9750.0,20107,84.0,82.7,85.3,%,Crude Prevalence,Screening
Logan,38.91742045,-101.148334,Kansas,2844.0,20109,84.5,83.1,85.8,%,Crude Prevalence,Screening
Lyon,38.4558931,-96.15272288,Kansas,33406.0,20111,80.8,79.2,82.4,%,Crude Prevalence,Screening
McPherson,38.39174153,-97.64809181,Kansas,28537.0,20113,84.2,82.8,85.5,%,Crude Prevalence,Screening
Marion,38.35888111,-97.09700134,Kansas,11950.0,20115,84.3,82.9,85.7,%,Crude Prevalence,Screening
Marshall,39.7835672,-96.52284754,Kansas,9722.0,20117,84.9,83.6,86.1,%,Crude Prevalence,Screening
Meade,37.23826363,-100.3655617,Kansas,4146.0,20119,82.9,81.4,84.4,%,Crude Prevalence,Screening
Miami,38.5636755,-94.83822689,Kansas,33680.0,20121,84.7,83.5,86.0,%,Crude Prevalence,Screening
Mitchell,39.39335175,-98.20901008,Kansas,6150.0,20123,84.0,82.6,85.4,%,Crude Prevalence,Screening
Montgomery,37.19256324,-95.7428237,Kansas,32120.0,20125,83.6,82.3,84.8,%,Crude Prevalence,Screening
Morris,38.68738854,-96.64994581,Kansas,5521.0,20127,85.4,84.2,86.6,%,Crude Prevalence,Screening
Morton,37.19137996,-101.7992456,Kansas,2667.0,20129,84.4,83.3,85.4,%,Crude Prevalence,Screening
Nemaha,39.78340409,-96.01400194,Kansas,10155.0,20131,84.4,82.9,85.8,%,Crude Prevalence,Screening
Neosho,37.55860468,-95.30672792,Kansas,15951.0,20133,83.2,81.9,84.4,%,Crude Prevalence,Screening
Ness,38.47974157,-99.91547333,Kansas,2840.0,20135,86.0,84.8,87.1,%,Crude Prevalence,Screening
Norton,39.78437529,-99.90287459,Kansas,5430.0,20137,83.1,81.6,84.4,%,Crude Prevalence,Screening
Osage,38.65236466,-95.72683156,Kansas,15941.0,20139,84.9,83.6,86.3,%,Crude Prevalence,Screening
Osborne,39.35043916,-98.76758434,Kansas,3475.0,20141,85.2,83.9,86.4,%,Crude Prevalence,Screening
Ottawa,39.13243309,-97.65014835,Kansas,5802.0,20143,84.7,83.4,85.9,%,Crude Prevalence,Screening
Pawnee,38.18115215,-99.2368498,Kansas,6562.0,20145,84.0,82.7,85.2,%,Crude Prevalence,Screening
Phillips,39.78462157,-99.34669076,Kansas,5317.0,20147,85.1,83.8,86.3,%,Crude Prevalence,Screening
Pottawatomie,39.3792689,-96.34340263,Kansas,24277.0,20149,83.6,82.3,85.1,%,Crude Prevalence,Screening
Pratt,37.64785173,-98.73915202,Kansas,9378.0,20151,84.0,82.5,85.3,%,Crude Prevalence,Screening
Rawlins,39.78520638,-101.0761757,Kansas,2508.0,20153,86.6,85.5,87.7,%,Crude Prevalence,Screening
Reno,37.95307195,-98.08597625,Kansas,62342.0,20155,83.0,81.6,84.3,%,Crude Prevalence,Screening
Republic,39.8279368,-97.65034285,Kansas,4664.0,20157,86.2,85.1,87.3,%,Crude Prevalence,Screening
Rice,38.34716657,-98.20109378,Kansas,9531.0,20159,82.6,81.1,84.0,%,Crude Prevalence,Screening
Riley,39.29566923,-96.73566141,Kansas,73703.0,20161,75.4,72.7,78.0,%,Crude Prevalence,Screening
Rooks,39.3502188,-99.32487043,Kansas,5013.0,20163,84.9,83.5,86.2,%,Crude Prevalence,Screening
Rush,38.52275276,-99.30863983,Kansas,3093.0,20165,86.3,85.1,87.5,%,Crude Prevalence,Screening
Russell,38.91479913,-98.76243915,Kansas,6907.0,20167,85.5,84.3,86.8,%,Crude Prevalence,Screening
Saline,38.78398051,-97.64993321,Kansas,54401.0,20169,83.0,81.6,84.3,%,Crude Prevalence,Screening
Scott,38.48212737,-100.9066189,Kansas,4897.0,20171,84.6,83.3,86.0,%,Crude Prevalence,Screening
Sedgwick,37.68442503,-97.46095427,Kansas,513607.0,20173,83.2,81.9,84.4,%,Crude Prevalence,Screening
Seward,37.1932862,-100.8506601,Kansas,21780.0,20175,79.2,77.5,80.8,%,Crude Prevalence,Screening
Shawnee,39.04169175,-95.75666321,Kansas,177499.0,20177,84.9,83.6,86.0,%,Crude Prevalence,Screening
Sheridan,39.35017145,-100.4418177,Kansas,2533.0,20179,85.8,84.5,86.9,%,Crude Prevalence,Screening
Sherman,39.35153012,-101.7199205,Kansas,5899.0,20181,83.8,82.5,84.9,%,Crude Prevalence,Screening
Smith,39.78514967,-98.78566427,Kansas,3603.0,20183,86.1,85.0,87.3,%,Crude Prevalence,Screening
Stafford,38.03102509,-98.71763136,Kansas,4178.0,20185,84.7,83.4,85.9,%,Crude Prevalence,Screening
Stanton,37.56302595,-101.784264,Kansas,1987.0,20187,83.8,82.5,85.2,%,Crude Prevalence,Screening
Stevens,37.19240612,-101.3119629,Kansas,5559.0,20189,82.6,81.3,83.9,%,Crude Prevalence,Screening
Sumner,37.23682804,-97.47721487,Kansas,22996.0,20191,84.0,82.6,85.4,%,Crude Prevalence,Screening
Thomas,39.35103267,-101.0555183,Kansas,7711.0,20193,82.2,80.5,83.8,%,Crude Prevalence,Screening
Trego,38.91467257,-99.87284398,Kansas,2793.0,20195,86.3,85.1,87.4,%,Crude Prevalence,Screening
Wabaunsee,38.95317368,-96.20498706,Kansas,6899.0,20197,85.7,84.6,86.9,%,Crude Prevalence,Screening
Wallace,38.91690628,-101.7637347,Kansas,1503.0,20199,85.6,84.2,86.9,%,Crude Prevalence,Screening
Washington,39.78418011,-97.08748487,Kansas,5420.0,20201,85.0,83.7,86.3,%,Crude Prevalence,Screening
Wichita,38.48194926,-101.3471107,Kansas,2105.0,20203,84.8,83.7,86.0,%,Crude Prevalence,Screening
Wilson,37.55937174,-95.74323255,Kansas,8665.0,20205,83.7,82.4,85.0,%,Crude Prevalence,Screening
Woodson,37.88656272,-95.74018806,Kansas,3183.0,20207,84.2,82.9,85.4,%,Crude Prevalence,Screening
Wyandotte,39.11467623,-94.76452625,Kansas,165324.0,20209,82.2,81.1,83.3,%,Crude Prevalence,Screening
Adair,37.10410801,-85.28066428,Kentucky,19215.0,21001,84.5,82.7,86.0,%,Crude Prevalence,Screening
Allen,36.75138904,-86.19098974,Kentucky,21122.0,21003,85.3,83.8,86.7,%,Crude Prevalence,Screening
Anderson,38.00360766,-84.99062363,Kentucky,22663.0,21005,86.8,85.4,88.1,%,Crude Prevalence,Screening
Ballard,37.05855855,-88.99943735,Kentucky,7979.0,21007,86.9,85.6,88.1,%,Crude Prevalence,Screening
Barren,36.9655214,-85.9335359,Kentucky,44176.0,21009,85.0,83.7,86.5,%,Crude Prevalence,Screening
Bath,38.14524895,-83.74345856,Kentucky,12383.0,21011,84.3,82.7,85.7,%,Crude Prevalence,Screening
Bell,36.7310214,-83.67371026,Kentucky,26569.0,21013,83.2,81.7,84.7,%,Crude Prevalence,Screening
Boone,38.96979756,-84.72792289,Kentucky,131533.0,21015,87.4,86.0,88.6,%,Crude Prevalence,Screening
Bourbon,38.20673159,-84.21685323,Kentucky,20184.0,21017,86.6,85.4,87.8,%,Crude Prevalence,Screening
Boyd,38.35910742,-82.68776504,Kentucky,47240.0,21019,87.0,85.8,88.2,%,Crude Prevalence,Screening
Boyle,37.62422814,-84.86722425,Kentucky,30100.0,21021,86.0,84.5,87.3,%,Crude Prevalence,Screening
Bracken,38.68897348,-84.09001872,Kentucky,8239.0,21023,85.5,84.1,86.8,%,Crude Prevalence,Screening
Breathitt,37.52172318,-83.3235208,Kentucky,12726.0,21025,83.6,82.0,85.2,%,Crude Prevalence,Screening
Breckinridge,37.77290323,-86.42977429,Kentucky,20388.0,21027,86.0,84.7,87.2,%,Crude Prevalence,Screening
Bullitt,37.96948354,-85.69550072,Kentucky,81069.0,21029,86.3,84.9,87.6,%,Crude Prevalence,Screening
Butler,37.20734576,-86.68097101,Kentucky,12772.0,21031,85.1,83.7,86.6,%,Crude Prevalence,Screening
Caldwell,37.14545737,-87.86816005,Kentucky,12715.0,21033,86.9,85.7,88.1,%,Crude Prevalence,Screening
Calloway,36.62087871,-88.27219337,Kentucky,39135.0,21035,83.6,81.5,85.4,%,Crude Prevalence,Screening
Campbell,38.94630957,-84.37932773,Kentucky,93152.0,21037,86.3,84.6,87.7,%,Crude Prevalence,Screening
Carlisle,36.85329,-88.97059535,Kentucky,4771.0,21039,86.3,85.0,87.7,%,Crude Prevalence,Screening
Carroll,38.6677304,-85.12361122,Kentucky,10737.0,21041,84.4,83.0,85.8,%,Crude Prevalence,Screening
Carter,38.31844184,-83.04983435,Kentucky,27004.0,21043,85.0,83.5,86.5,%,Crude Prevalence,Screening
Casey,37.32227236,-84.92822548,Kentucky,15888.0,21045,84.4,83.0,85.9,%,Crude Prevalence,Screening
Christian,36.89399531,-87.49026556,Kentucky,71671.0,21047,82.3,80.5,83.8,%,Crude Prevalence,Screening
Clark,37.97069703,-84.14787773,Kentucky,36249.0,21049,86.8,85.5,88.1,%,Crude Prevalence,Screening
Clay,37.15974533,-83.71483564,Kentucky,20105.0,21051,81.9,80.1,83.7,%,Crude Prevalence,Screening
Clinton,36.72780268,-85.13646439,Kentucky,10206.0,21053,84.8,83.4,86.3,%,Crude Prevalence,Screening
Crittenden,37.35221603,-88.09734121,Kentucky,8915.0,21055,86.1,84.8,87.4,%,Crude Prevalence,Screening
Cumberland,36.78659985,-85.38862407,Kentucky,6659.0,21057,86.6,85.3,87.8,%,Crude Prevalence,Screening
Daviess,37.73187289,-87.08744955,Kentucky,101104.0,21059,86.6,85.3,87.9,%,Crude Prevalence,Screening
Edmonson,37.20912752,-86.23846168,Kentucky,12274.0,21061,85.4,84.1,86.7,%,Crude Prevalence,Screening
Elliott,38.11859477,-83.09747613,Kentucky,7508.0,21063,83.2,81.7,84.6,%,Crude Prevalence,Screening
Estill,37.6930287,-83.96367276,Kentucky,14198.0,21065,84.5,83.1,85.9,%,Crude Prevalence,Screening
Fayette,38.04230868,-84.45890155,Kentucky,323780.0,21067,85.4,83.7,86.9,%,Crude Prevalence,Screening
Fleming,38.3701819,-83.69602536,Kentucky,14432.0,21069,85.5,84.0,86.9,%,Crude Prevalence,Screening
Floyd,37.55682351,-82.74577621,Kentucky,35845.0,21071,84.8,83.3,86.3,%,Crude Prevalence,Screening
Franklin,38.23904659,-84.87691288,Kentucky,50815.0,21073,87.4,86.1,88.5,%,Crude Prevalence,Screening
Fulton,36.5540414,-89.18725796,Kentucky,6120.0,21075,86.0,84.8,87.2,%,Crude Prevalence,Screening
Gallatin,38.75691717,-84.8592792,Kentucky,8832.0,21077,84.8,83.4,86.2,%,Crude Prevalence,Screening
Garrard,37.63947107,-84.537644,Kentucky,17560.0,21079,86.5,85.1,87.8,%,Crude Prevalence,Screening
Grant,38.64889153,-84.62436534,Kentucky,25121.0,21081,84.0,82.4,85.4,%,Crude Prevalence,Screening
Graves,36.72301901,-88.65111776,Kentucky,37317.0,21083,86.1,84.7,87.3,%,Crude Prevalence,Screening
Grayson,37.4604872,-86.34321097,Kentucky,26321.0,21085,84.7,83.4,86.2,%,Crude Prevalence,Screening
Green,37.26385887,-85.55275689,Kentucky,11049.0,21087,86.2,85.0,87.4,%,Crude Prevalence,Screening
Greenup,38.54562461,-82.92204576,Kentucky,35268.0,21089,86.8,85.5,88.0,%,Crude Prevalence,Screening
Hancock,37.84165046,-86.77820211,Kentucky,8758.0,21091,86.1,84.9,87.3,%,Crude Prevalence,Screening
Hardin,37.69775896,-85.96347066,Kentucky,110356.0,21093,86.5,85.4,87.7,%,Crude Prevalence,Screening
Harlan,36.85671097,-83.21787827,Kentucky,26409.0,21095,83.6,82.0,85.2,%,Crude Prevalence,Screening
Harrison,38.44208698,-84.33176116,Kentucky,18778.0,21097,86.2,84.8,87.5,%,Crude Prevalence,Screening
Hart,37.30007533,-85.88449024,Kentucky,18906.0,21099,84.6,83.0,86.0,%,Crude Prevalence,Screening
Henderson,37.7959668,-87.57343218,Kentucky,45591.0,21101,86.5,85.2,87.7,%,Crude Prevalence,Screening
Henry,38.44850605,-85.11904963,Kentucky,16106.0,21103,85.9,84.5,87.1,%,Crude Prevalence,Screening
Hickman,36.67831864,-88.97597449,Kentucky,4421.0,21105,86.9,85.8,88.0,%,Crude Prevalence,Screening
Hopkins,37.30855816,-87.54111286,Kentucky,45068.0,21107,86.2,84.9,87.6,%,Crude Prevalence,Screening
Jackson,37.41986691,-84.00533131,Kentucky,13442.0,21109,84.0,82.5,85.5,%,Crude Prevalence,Screening
Jefferson,38.18741222,-85.65919338,Kentucky,770517.0,21111,86.6,85.5,87.7,%,Crude Prevalence,Screening
Jessamine,37.87187262,-84.58089104,Kentucky,53920.0,21113,85.9,84.2,87.4,%,Crude Prevalence,Screening
Johnson,37.84588943,-82.82917181,Kentucky,22386.0,21115,85.4,83.9,86.7,%,Crude Prevalence,Screening
Kenton,38.93395361,-84.53339775,Kentucky,166051.0,21117,86.6,85.1,88.0,%,Crude Prevalence,Screening
Knott,37.35361717,-82.9543302,Kentucky,15126.0,21119,83.9,82.3,85.6,%,Crude Prevalence,Screening
Knox,36.89036123,-83.85401537,Kentucky,31304.0,21121,82.4,80.7,84.1,%,Crude Prevalence,Screening
Larue,37.54567321,-85.69734972,Kentucky,14307.0,21123,85.8,84.5,87.1,%,Crude Prevalence,Screening
Laurel,37.10995324,-84.11743079,Kentucky,60669.0,21125,84.7,83.1,86.3,%,Crude Prevalence,Screening
Lawrence,38.06838679,-82.7364628,Kentucky,15571.0,21127,84.9,83.4,86.3,%,Crude Prevalence,Screening
Lee,37.59439368,-83.71567753,Kentucky,7033.0,21129,84.0,82.5,85.4,%,Crude Prevalence,Screening
Leslie,37.09368015,-83.38065959,Kentucky,10143.0,21131,83.7,82.2,85.1,%,Crude Prevalence,Screening
Letcher,37.1208409,-82.85566076,Kentucky,21899.0,21133,84.9,83.6,86.4,%,Crude Prevalence,Screening
Lewis,38.5318988,-83.37763204,Kentucky,13257.0,21135,84.4,83.0,85.9,%,Crude Prevalence,Screening
Lincoln,37.45560785,-84.66085591,Kentucky,24644.0,21137,85.0,83.6,86.4,%,Crude Prevalence,Screening
Livingston,37.20978127,-88.35365334,Kentucky,9242.0,21139,86.9,85.8,88.1,%,Crude Prevalence,Screening
Logan,36.85969436,-86.8788302,Kentucky,26989.0,21141,86.0,84.7,87.3,%,Crude Prevalence,Screening
Lyon,37.01875782,-88.08272131,Kentucky,8009.0,21143,88.0,86.8,89.1,%,Crude Prevalence,Screening
McCracken,37.05376481,-88.71223176,Kentucky,65346.0,21145,87.6,86.4,88.8,%,Crude Prevalence,Screening
McCreary,36.73731144,-84.48457267,Kentucky,17408.0,21147,81.8,80.3,83.2,%,Crude Prevalence,Screening
McLean,37.52885277,-87.26249103,Kentucky,9252.0,21149,86.3,85.1,87.5,%,Crude Prevalence,Screening
Madison,37.71969785,-84.27791079,Kentucky,92368.0,21151,83.8,81.6,85.6,%,Crude Prevalence,Screening
Magoffin,37.70680179,-83.06500648,Kentucky,12362.0,21153,84.3,82.6,85.8,%,Crude Prevalence,Screening
Marion,37.55233953,-85.26977029,Kentucky,19404.0,21155,85.3,84.1,86.5,%,Crude Prevalence,Screening
Marshall,36.88327835,-88.3291933,Kentucky,31191.0,21157,87.8,86.5,89.0,%,Crude Prevalence,Screening
Martin,37.80161912,-82.51304155,Kentucky,11323.0,21159,83.6,82.2,84.9,%,Crude Prevalence,Screening
Mason,38.59490712,-83.82385914,Kentucky,17150.0,21161,86.4,85.0,87.6,%,Crude Prevalence,Screening
Meade,37.96966337,-86.21698223,Kentucky,28715.0,21163,86.2,84.9,87.4,%,Crude Prevalence,Screening
